city,name,latitude,longitude,type
montreal,La Foule illuminée,45.5031711,-73.5731148,artwork
montreal,Tyrolienne MTL Zipline,45.5091557,-73.5484737,attraction
montreal,Ruelle des fortifications,45.5015874,-73.5608893,attraction
montreal,Summer Camp 67,45.5180729,-73.5786416,artwork
montreal,Justice for Missing and Murdered Indigenous Women,45.5117458,-73.5674444,artwork
montreal,"Station 1 - Tsi niion kwarihò:ten - Nos récits, notre voie : parcours Peel - Our ways: Peel Trail",45.4929332,-73.5567439,artwork
montreal,"Station 2 - Tsi niion kwarihò:ten - Nos récits, notre voie : parcours Peel - Our ways: Peel Trail",45.4929466,-73.5568049,artwork
montreal,"Station 3 - Tsi niion kwarihò:ten - Nos récits, notre voie : parcours Peel - Our ways: Peel Trail",45.4944207,-73.5606999,artwork
montreal,"Station 4 - Tsi niion kwarihò:ten - Nos récits, notre voie : parcours Peel - Our ways: Peel Trail",45.4961056,-73.5647077,artwork
montreal,"Station 5 - Tsi niion kwarihò:ten - Nos récits, notre voie : parcours Peel - Our ways: Peel Trail",45.4983858,-73.5702858,artwork
montreal,Épicerie & Café Sainte-Madeleine,45.5555002,-73.5314736,artwork
montreal,Jardin des nouveautés,45.5572209,-73.5606561,attraction
montreal,Roseraie,45.5594121,-73.5565437,attraction
montreal,Jardin japonais,45.5603306,-73.5604359,attraction
montreal,Rectangle,45.5611447,-73.5644948,artwork
montreal,QANUQTUURNIQ,45.5311245,-73.5541493,artwork
montreal,Laissez-la toujours chanter,45.5253527,-73.5595225,artwork
montreal,StudioPixels,45.4748690,-73.2682970,gallery
montreal,Jardin de Chine,45.5592249,-73.5585943,attraction
montreal,Jardin des Premières-Nations,45.5597545,-73.5612768,attraction
montreal,Ruisseau fleuri,45.5586701,-73.5617770,attraction
montreal,Lilas,45.5580317,-73.5613278,attraction
montreal,Plantes médicinales,45.5577536,-73.5619399,attraction
montreal,Plantes toxiques,45.5576824,-73.5621086,attraction
montreal,Jardin de monastère,45.5576636,-73.5616591,attraction
montreal,Coin du Québec,45.5574189,-73.5620208,attraction
montreal,Larme à l'œil,45.5139054,-73.5714185,artwork
montreal,Sourire Mona Lisa 2017,45.5137264,-73.5709991,artwork
montreal,It's Complicated,45.5172897,-73.5788003,artwork
montreal,Frozen Memories,45.5530892,-73.5329892,artwork
montreal,Vittorio,45.5373753,-73.5502616,artwork
montreal,Utopia Healer,45.5185737,-73.5779979,artwork
montreal,All the Mountains Know Me,45.5162402,-73.5662412,artwork
montreal,Paul Buissonneau,45.5215446,-73.5623480,artwork
montreal,Raymond Lévesque,45.5272696,-73.5583200,artwork
montreal,Donnez-moi de l'Oygène,45.5278816,-73.5579390,artwork
montreal,Marjo,45.5297760,-73.5555624,artwork
montreal,Robert Gravel,45.5312694,-73.5544695,artwork
montreal,Rapides de Lachine,45.4219109,-73.5812435,attraction
new_brunswick,Lord Beaverbrook,45.9617646,-66.6388078,artwork
new_brunswick,Petting Zoo,45.9674632,-66.8541198,zoo
new_brunswick,Watermark,45.9638079,-66.6398805,artwork
new_brunswick,Memoria Address (Pinecones),45.9602861,-66.6371049,artwork
new_brunswick,"Alexander ""Boss"" Gibson Memorial",45.9580142,-66.6244711,artwork
new_brunswick,School Days Museum,45.9632830,-66.6419017,museum
new_brunswick,The Birth of Venus,45.9605006,-66.6359591,artwork
new_brunswick,Gallery 78,45.9586870,-66.6349701,gallery
new_brunswick,Wolastoq Boat Tours,45.9621542,-66.6367773,attraction
new_brunswick,Rendez-Vous,45.9646849,-66.6415373,artwork
new_brunswick,Beavers,45.9620520,-66.6389310,artwork
new_brunswick,Thomas Temple Lion,45.9601612,-66.6363021,artwork
new_brunswick,INBHIRNiS COSMIC FISH,45.9602992,-66.6361201,artwork
new_brunswick,Awakening / Éveil,45.9602444,-66.6361811,artwork
new_brunswick,The Leopard,45.9596560,-66.6354221,artwork
new_brunswick,Robert Burns,45.9590069,-66.6346158,artwork
new_brunswick,John's Village Tubing,46.0956113,-66.6114290,attraction
new_brunswick,Lord Beaverbrook,45.9591963,-66.6346624,artwork
new_brunswick,Kelly's Creek Lookout,45.8615287,-66.8773506,viewpoint
new_brunswick,Piper,45.9643873,-66.6415516,artwork
new_brunswick,Tony,45.9643740,-66.6414393,artwork
new_brunswick,Blue Circle,45.9642121,-66.6515206,artwork
new_brunswick,Riace IV,45.9604560,-66.6360327,artwork
new_brunswick,Putto with Fish,45.9632062,-66.6432695,artwork
new_brunswick,Arriving Home,45.9602665,-66.6355787,artwork
new_brunswick,King and Queen (Cornuti),45.9602353,-66.6362258,artwork
new_brunswick,When the Rubber Meets the Road,45.9594986,-66.6350371,artwork
new_brunswick,La Reponse du Cheval,45.9466259,-66.6431152,artwork
new_brunswick,New Brunswick Provincial Legislature,45.9592534,-66.6363795,attraction
new_brunswick,Beaverbrook Art Gallery,45.9598988,-66.6356138,gallery
new_brunswick,Boyce Farmers Market,45.9581762,-66.6396719,attraction
new_brunswick,Bill Thorpe Walking Bridge,45.9573781,-66.6275312,attraction
new_brunswick,Science East,45.9584315,-66.6390388,museum
new_brunswick,Fredericton Region Museum,45.9620324,-66.6394185,museum
new_brunswick,New Brunswick Sports Hall of Fame,45.9622379,-66.6403554,museum
new_brunswick,Crocket House,45.9586583,-66.6350372,gallery
new_brunswick,Structural Steel Connection type model,45.9491576,-66.6421926,artwork
new_brunswick,Watermark,45.9638086,-66.6398770,artwork
new_brunswick,Old Carleton Street Bridge Piers,45.9664079,-66.6372775,attraction
new_brunswick,Bill Thorpe Walking Bridge,45.9566142,-66.6318554,attraction
new_brunswick,Bill Thorpe Walking Bridge,45.9568723,-66.6303937,attraction
ottawa,Samuel de Champlain,45.4295150,-75.7010171,artwork
ottawa,Parliament Hill,45.4241179,-75.6990272,attraction
ottawa,Hog's Back Falls,45.3711712,-75.6967793,attraction
ottawa,Domaine Mackenzie-King,45.4833591,-75.8476507,attraction
ottawa,Mackenzie-King Estate,45.4845780,-75.8469016,museum
ottawa,Tawadina Lookout,45.5274630,-75.9416854,viewpoint
ottawa,The Haunted Walk of Ottawa,45.4233767,-75.6958957,attraction
ottawa,Byward Market,45.4275621,-75.6926910,attraction
ottawa,Abbey Ruins,45.4814087,-75.8472803,artwork
ottawa,Geodetic Survey Monument,45.4890686,-75.8625535,attraction
ottawa,Pink Lake viewpoint,45.4668650,-75.8081957,viewpoint
ottawa,Rideau Falls,45.4414235,-75.6959237,attraction
ottawa,Pinhey's Point,45.4404077,-75.9526458,museum
ottawa,Bank of Canada Museum,45.4215060,-75.7020619,museum
ottawa,Canada Agriculture and Food Museum,45.3872914,-75.7093766,museum
ottawa,Maman,45.4293343,-75.6972562,artwork
ottawa,Étienne-Brûlé,45.5048859,-75.9050697,viewpoint
ottawa,NAK Gallery,45.3991847,-75.7349661,gallery
ottawa,Rideau Falls,45.4410187,-75.6964329,viewpoint
ottawa,Share The Flame,45.4009259,-75.6802360,artwork
ottawa,Dancing Bear,45.4279125,-75.6947944,artwork
ottawa,Dépôt trois-formes,45.4226455,-75.7265440,artwork
ottawa,Boat Sight,45.4237148,-75.7228581,artwork
ottawa,Champlain,45.5083135,-75.9129730,viewpoint
ottawa,Huron,45.5041031,-75.9021183,viewpoint
ottawa,Deschênes Rapids Lookout,45.3791409,-75.7799920,viewpoint
ottawa,Wattsford's Lookout,45.4963923,-75.8434203,viewpoint
ottawa,Billings Estate Museum,45.3897547,-75.6724903,museum
ottawa,Majestic,45.4291846,-75.6998004,artwork
ottawa,The Dancer,45.4218692,-75.6968823,artwork
ottawa,Street Art,45.3947619,-75.7347314,artwork
ottawa,fantômes,45.4234937,-75.6960276,artwork
ottawa,Zip lines and aerial parks,45.5061834,-75.8595255,attraction
ottawa,Fortune Lake lookout,45.5116943,-75.8682216,viewpoint
ottawa,Eddy Pipes,45.4233383,-75.7263126,artwork
ottawa,Remic Rapids Rock Sculptures,45.4106947,-75.7415167,artwork
ottawa,Monument to Fallen Diplomats,45.4027654,-75.7519012,artwork
ottawa,Amnesty International,45.4269056,-75.6786254,artwork
ottawa,One Hundred Foot Line,45.4297904,-75.7006264,artwork
ottawa,Black Nest,45.4300034,-75.7005219,artwork
ottawa,Water Planet,45.4300360,-75.7005146,artwork
ottawa,The Three Watchmen,45.4288693,-75.6972731,artwork
ottawa,Nature Will Reclaim You,45.4299211,-75.7004411,artwork
ottawa,Art + Galerie,45.4267945,-75.6942714,gallery
ottawa,Lieutenant Colonel John By,45.4264417,-75.6969925,artwork
ottawa,The Bear,45.4228675,-75.6972941,artwork
ottawa,Twist 1.5,45.4266458,-75.6958009,artwork
ottawa,Alpha & Omega Art Gallery,45.4299578,-75.6932725,gallery
ottawa,Cube,45.4274551,-75.6884787,artwork
ottawa,Lattice,45.4299792,-75.6831833,artwork
ottawa,Wave,45.4331955,-75.6748240,artwork
ottawa,The Totem Pole of Canada,45.4267978,-75.6929693,artwork
ottawa,Man with Two Hats,45.3977866,-75.7053304,artwork
ottawa,Ottawa Chinatown Arch,45.4112224,-75.7064361,attraction
ottawa,The Iceberg,45.4122269,-75.6905520,artwork
ottawa,Marais de Touraine,45.4927162,-75.7322534,attraction
ottawa,Bank Street Gallery,45.4201625,-75.7006655,gallery
ottawa,Ottawa Airport Plane Spotting,45.3173492,-75.6501988,viewpoint
ottawa,Rideau Canal Celtic Cross,45.4267442,-75.6980062,artwork
ottawa,The Gallery,45.5293148,-75.9628693,viewpoint
ottawa,Kichi Zibi Innini,45.4298550,-75.7012387,artwork
ottawa,Frank Clair statue,45.3974084,-75.6839640,artwork
ottawa,teepee,45.3828207,-75.6952848,artwork
ottawa,Locavore,45.3821294,-75.6988208,artwork
ottawa,Lockmaster's House,45.3214476,-75.6990617,attraction
ottawa,Myth and Evidence,45.4245550,-75.7134779,artwork
ottawa,Street Art,45.3722066,-75.7739052,artwork
ottawa,The Balcony,45.5319113,-75.9669786,viewpoint
ottawa,Corso Italia Heritage Mural,45.4029146,-75.7109929,artwork
ottawa,Inukshuk,45.3397927,-75.9632610,artwork
ottawa,Fallowfield,45.2638998,-75.8174329,artwork
ottawa,Point de vue Mahingan,45.5353988,-75.9413530,viewpoint
ottawa,Kìwekì Point Lookout,45.4295805,-75.7016117,viewpoint
ottawa,Alpine Cabin,45.5262157,-75.9686853,viewpoint
ottawa,Farm Rock,45.5272611,-75.9594351,viewpoint
ottawa,Lord Stanley Cup Monument,45.4234759,-75.6960589,artwork
ottawa,Conjunction,45.4273439,-75.6954239,artwork
ottawa,Canadian Building Trades Monument,45.4278389,-75.6982804,artwork
ottawa,Homeless Jesus,45.4180440,-75.7082744,artwork
ottawa,Eel,45.4138906,-75.7141712,artwork
ottawa,Chaudière Falls,45.4194195,-75.7214736,viewpoint
ottawa,McCaw Lookout,45.5376488,-75.9328888,viewpoint
ottawa,Rideau Falls,45.4418248,-75.6958386,viewpoint
ottawa,ACCE SIBILDAD PARA TODOS,45.4035147,-75.7246801,artwork
ottawa,Hendrick Park Entrance,45.4966533,-75.8069239,viewpoint
ottawa,#earth4every1,45.3842221,-75.7034451,artwork
ottawa,Outcrop/Stonecrop,45.3849241,-75.7039788,artwork
ottawa,Gallery 101,45.4081895,-75.6946113,gallery
ottawa,Time Flow,45.3599907,-75.7932012,artwork
ottawa,Overhaul,45.2810318,-75.9097177,artwork
ottawa,Skipping Stones,45.4078642,-75.7147237,artwork
ottawa,Interdependencies #2,45.2633546,-75.9076604,artwork
ottawa,The Mechanics of Gauging a Trade,45.3797205,-75.6163443,artwork
ottawa,Retirement Suite,45.3796150,-75.6166944,artwork
ottawa,Untitled benches,45.4391071,-75.6947528,artwork
ottawa,A Flat and A Box,45.3411381,-75.9309272,artwork
ottawa,Untitled 1977,45.4025217,-75.6275305,artwork
ottawa,Winston Chandelier,45.3911995,-75.7563215,artwork
ottawa,Ebb + Flow,45.3439801,-75.7377304,artwork
ottawa,Kinetic Clock,45.3783979,-75.6102946,artwork
ottawa,Wonder is the Beginning of Wisdom,45.4565758,-75.5241059,artwork
ottawa,... compass rose ...,45.4276761,-75.6888015,artwork
ottawa,In Context,45.4252506,-75.6833915,artwork
ottawa,Linkages,45.3787559,-75.6794956,artwork
ottawa,Inflorescence,45.4121461,-75.6335494,artwork
ottawa,Salut/Salute,45.3998992,-75.7442991,artwork
ottawa,Nautilus,45.4207805,-75.6898570,artwork
ottawa,Glacier,45.3728303,-75.6592449,artwork
ottawa,Night Patrol,45.2930619,-75.9264117,artwork
ottawa,Shutters,45.4228104,-75.6777778,artwork
ottawa,Objective Memory,45.4396648,-75.6937060,artwork
ottawa,Phoenix Rising,45.3889617,-75.7612614,artwork
ottawa,A View from Two Sides,45.4262379,-75.6703788,artwork
ottawa,Strathcona's Folly,45.4277707,-75.6732112,artwork
ottawa,Vox Populi,45.4397090,-75.6954548,artwork
ottawa,Mr. Kurokawa,45.2528722,-75.7348081,artwork
ottawa,Silk Road Flower Rain,45.4107282,-75.7073718,artwork
ottawa,House of the Great Blue Heron,45.4032618,-75.6893393,artwork
ottawa,Fable VII,45.4208002,-75.6896303,artwork
ottawa,Accelerator/Decelerator,45.4065545,-75.6641587,artwork
ottawa,Midnight and Neighbourhood,45.4502961,-75.6557420,artwork
ottawa,The Listening Tree,45.4148254,-75.6873491,artwork
ottawa,Our Fence,45.4337003,-75.6953949,artwork
ottawa,South Keys Code,45.3535806,-75.6549688,artwork
ottawa,Portal,45.4254050,-75.6566848,artwork
ottawa,West Ottawa Streetscape,45.4036808,-75.7244025,artwork
ottawa,A Celebration of Community,45.2654487,-75.5522496,artwork
ottawa,Water,45.4542983,-75.4638702,artwork
ottawa,Quarry Pillar,45.3599784,-75.6582887,artwork
ottawa,Lest We Forget The Wilderness,45.3478211,-75.7738235,artwork
ottawa,Structure,45.4210553,-75.6897846,artwork
ottawa,Terry Fox Memorial Sculpture,45.4232528,-75.6981256,artwork
ottawa,Firefighters in Action (Series),45.3840601,-75.7411502,artwork
ottawa,Je veux la lune,45.4397730,-75.6954601,artwork
ottawa,Archive,45.3415152,-75.7577276,artwork
ottawa,Postcards from the Piazzas,45.4032298,-75.7110062,artwork
ottawa,Postcards from the Piazzas,45.4041356,-75.7099360,artwork
ottawa,Harvest,45.4014760,-75.7300050,artwork
ottawa,Ouananiche,45.4158384,-75.6894681,artwork
ottawa,"Cube, Lattice, Sphere, Wave",45.4276639,-75.6886232,artwork
ottawa,The Spirit of OC Transpo,45.4130894,-75.6317657,artwork
ottawa,Resonance,45.4803700,-75.5113077,artwork
ottawa,Currents,45.2696541,-75.7431793,artwork
ottawa,locomOtion,45.3857207,-75.6960274,artwork
ottawa,Shelf: 759 - 760,45.3631125,-75.6351480,artwork
ottawa,The Lost Child,45.4203832,-75.6904819,artwork
ottawa,McClintock's Dream,45.4276084,-75.6923649,artwork
ottawa,A Place For Us All,45.3570609,-75.7321662,artwork
ottawa,Switch Hitter,45.4197356,-75.6546772,artwork
ottawa,Connections,45.4255923,-75.6571220,artwork
ottawa,Silver Line,45.3404599,-75.9311130,artwork
ottawa,The Birdhouse Garden,45.2653066,-75.7065618,artwork
ottawa,Resonance,45.4802660,-75.5115451,artwork
ottawa,Tiles of Time,45.4125264,-75.6862950,artwork
ottawa,Main2,45.4081787,-75.6772077,artwork
ottawa,Collapse,45.2520045,-75.7343226,artwork
ottawa,V.I.P.,45.4210742,-75.6910720,artwork
ottawa,Morphology,45.4060922,-75.7222286,artwork
ottawa,Community Channel,45.4134340,-75.7066677,artwork
ottawa,"Ploughed Field : Hillside, Circuit",45.3928693,-75.6691476,artwork
ottawa,Celebration of Growth,45.4289764,-75.6857177,artwork
ottawa,Indicator 03,45.4088970,-75.7017700,artwork
ottawa,Tempus,45.3431309,-75.9319451,artwork
ottawa,Blanding’s Turtles of the South March Highlands,45.3216598,-75.8950285,artwork
ottawa,Erratic Field,45.4849331,-75.4748960,artwork
ottawa,13 Fire Axes,45.4219091,-75.6545591,artwork
ottawa,Neighbourhood Perspectives,45.4021789,-75.6914556,artwork
ottawa,Carnavalesque,45.4786567,-75.5185497,artwork
ottawa,Snow Birds-Face of our Community,45.4296752,-75.5633653,artwork
ottawa,Flock of Fancies,45.4378251,-75.6836611,artwork
ottawa,Home is Where the Heart Is,45.3790837,-75.6541340,artwork
ottawa,"Sit for a While, In the Garden, and Watch the Parade",45.4082043,-75.7036868,artwork
ottawa,Cows Fly Home on Sunday,45.3999067,-75.6835431,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4004220,-75.6867329,artwork
ottawa,Alipes,45.3784733,-75.6351936,artwork
ottawa,Alley Cats,45.4299943,-75.6911713,artwork
ottawa,For Everyone A Garden,45.3947227,-75.6816883,artwork
ottawa,Short Story,45.3911119,-75.7528581,artwork
ottawa,Bellwether,45.2854431,-75.7466595,artwork
ottawa,Skiff,45.3402275,-75.9299443,artwork
ottawa,Chase,45.3409298,-75.9304230,artwork
ottawa,Along the boards,45.3905148,-75.6290916,artwork
ottawa,A Brief History of Ottawa,45.3688695,-75.6675196,artwork
ottawa,Falling Star,45.2533886,-75.7367286,artwork
ottawa,On Top of the world,45.4207165,-75.6901521,artwork
ottawa,The Living Room,45.4202759,-75.6908387,artwork
ottawa,Belvédère La chute,45.4765159,-75.8523979,viewpoint
ottawa,Linda Thom Gold Medal,45.3894531,-75.6788978,artwork
ottawa,Mackay Walk,45.4440121,-75.6902187,attraction
ottawa,Kwakwaka'wakw Totem Pole,45.4444383,-75.6890160,attraction
ottawa,Commemorative Plaque for Lady Aberdeen,45.4447391,-75.6872315,attraction
ottawa,Osmosis,45.4438663,-75.6884325,artwork
ottawa,Inuksuk,45.4447421,-75.6902638,attraction
ottawa,Stairs to Rockcliffe Road,45.4540165,-75.6871769,attraction
ottawa,Log bench,45.4501157,-75.6885805,artwork
ottawa,Tree stump chair,45.4501034,-75.6872020,artwork
ottawa,Wellington Marbles: Hydrant and Agave at Clarendon,45.3986894,-75.7370484,artwork
ottawa,Dizzy Point,45.5302625,-75.9778120,viewpoint
ottawa,View on the River,45.4258473,-75.7005561,viewpoint
ottawa,Arc de triomphe,45.4828298,-75.8488154,artwork
ottawa,Teepee,45.5308352,-75.9764131,viewpoint
ottawa,South Window,45.5320705,-75.9661162,viewpoint
ottawa,Sunset,45.4104153,-75.7155745,artwork
ottawa,Viva Italia,45.4047989,-75.7118296,artwork
ottawa,Bienvenuti,45.4045541,-75.7116955,artwork
ottawa,Dialogue,45.4289168,-75.7003722,artwork
ottawa,Yaro's Lookout,45.5157035,-75.9283935,viewpoint
ottawa,Gloucester Museum and Archives,45.3295821,-75.6000191,museum
ottawa,Twelve Points in a Classical Balance,45.4170527,-75.7096087,artwork
ottawa,Sparks Street Lookout,45.4172511,-75.7097784,viewpoint
ottawa,Stonebridge Artists,45.2529628,-75.7345681,gallery
ottawa,Dinosaur,45.4134715,-75.6871955,artwork
ottawa,Bonk Point,45.3341209,-75.9623198,viewpoint
ottawa,Basket,45.4137682,-75.7142705,artwork
ottawa,L'amour,45.4283025,-75.7120549,artwork
ottawa,Safe Harbour,45.3516342,-75.8270775,artwork
ottawa,Moose,45.4135325,-75.7144654,artwork
ottawa,Canoe,45.4154421,-75.7199832,artwork
ottawa,Vous etes ici,45.4275646,-75.7121388,artwork
ottawa,One man's trash is another man's treasure,45.4273009,-75.7123805,artwork
ottawa,Explorateur II,45.4250341,-75.7244705,artwork
ottawa,Lys Cala,45.4251621,-75.7236568,artwork
ottawa,Girl With Paper Boats,45.4248923,-75.7238010,artwork
ottawa,Bear,45.4161867,-75.7141672,artwork
ottawa,Moose,45.4163084,-75.7130836,artwork
ottawa,The Gather-Ring,45.4198754,-75.7117428,artwork
ottawa,Our Shepherds,45.4285042,-75.6954664,artwork
ottawa,"Faith, Hope & Charity",45.4252101,-75.6933647,artwork
ottawa,Canoe,45.4276625,-75.6984065,artwork
ottawa,Children of the Wind,45.4183697,-75.7096401,artwork
ottawa,Draveurs sur la rivière des Outaouais,45.4275481,-75.7063875,artwork
ottawa,Voyager ensemble dans un bateau,45.4291914,-75.7080518,artwork
ottawa,The Secret Bench of Knowledge,45.4196068,-75.7078173,artwork
ottawa,Anchors,45.3643450,-75.8014514,artwork
ottawa,Ottawa Locks,45.4248334,-75.6952051,viewpoint
ottawa,The Cliff,45.4241259,-75.7111218,viewpoint
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4059995,-75.6899242,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4044242,-75.6889973,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4022514,-75.6881085,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4029392,-75.6884980,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4050692,-75.6896966,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4081657,-75.6914519,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.3987300,-75.6860869,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.3998413,-75.6867121,artwork
ottawa,"A Place to Nest, a Place to Reflect, Have a Seat",45.4009606,-75.6873823,artwork
ottawa,Màmawi: Together,45.4138510,-75.7128777,artwork
ottawa,Vanier Museopark,45.4436752,-75.6596030,museum
ottawa,Trail 1 Lookout,45.5200873,-75.9267551,viewpoint
ottawa,Tin House,45.4285749,-75.6955937,artwork
ottawa,Western,45.5139198,-75.9175638,viewpoint
ottawa,Northshore,45.4182615,-75.7019439,artwork
ottawa,Belvédère Lauriault,45.4810770,-75.8597830,viewpoint
ottawa,Ottawa Art Gallery,45.4254542,-75.6881438,gallery
ottawa,Joy,45.4232636,-75.6964928,artwork
ottawa,The Musical Ride,45.4585315,-75.6556481,attraction
ottawa,Wateridge,45.4561771,-75.6369660,viewpoint
ottawa,Paula Ann Bunville,45.2864819,-75.5756757,attraction
ottawa,Mammoth,45.4126528,-75.6899632,artwork
ottawa,The Deschênes Rapids,45.3798037,-75.8029739,viewpoint
ottawa,Otter,45.4163396,-75.7140378,artwork
ottawa,Turtle,45.4161509,-75.7136810,artwork
ottawa,Eagle,45.4161730,-75.7132646,artwork
ottawa,Hintonburg Sign,45.4009881,-75.7291159,artwork
ottawa,The Watcher,45.3233860,-75.8972546,artwork
ottawa,Veritas,45.4215825,-75.7054869,artwork
ottawa,Ivstitia,45.4217623,-75.7050705,artwork
ottawa,Ottawa Sign,45.4274931,-75.6945026,artwork
ottawa,Ottawa Sign,45.4224036,-75.6983959,artwork
ottawa,Sailing,45.3515227,-75.8260871,viewpoint
ottawa,Airport Viewing Area,45.3266494,-75.6466219,viewpoint
ottawa,Humanitude,45.4274182,-75.7108154,artwork
ottawa,Moraine,45.4813659,-75.6831990,artwork
ottawa,Hippie Rock,45.4240277,-75.8268627,attraction
ottawa,Water Woman,45.4229652,-75.7169755,artwork
ottawa,Espace Pierre-Debain,45.3945263,-75.8438877,gallery
ottawa,Carlington Ski Hill / Pump Station Reservoir,45.3728144,-75.7434227,viewpoint
ottawa,Wetland Lookout,45.2111845,-75.6249165,viewpoint
ottawa,Rockcliffe Lookout,45.4538201,-75.6885495,viewpoint
ottawa,Gate Valve,45.4155871,-75.7314131,artwork
ottawa,Pont couvert Brabant-Philippe,45.4985757,-75.5943210,attraction
ottawa,Dennis MacTavish Living Wall,45.4173724,-75.7031687,attraction
ottawa,When the Rubber Meets the Road,45.4127983,-75.7168462,artwork
ottawa,Nepean Bell,45.3440361,-75.7625818,attraction
ottawa,National Gallery of Canada,45.4295235,-75.6986907,gallery
ottawa,RCMP Musical Ride Stables,45.4570780,-75.6543355,attraction
ottawa,Canada Aviation and Space Museum,45.4589135,-75.6437415,museum
ottawa,Sage Tattoo & Art Gallery,45.3679884,-75.7748924,gallery
ottawa,Royal Canadian Mint,45.4314340,-75.6992195,attraction
ottawa,Musée canadien de l'histoire,45.4291410,-75.7089629,museum
ottawa,Centre Block,45.4250654,-75.6998702,attraction
ottawa,Canadian Museum of Science and Technology,45.4035246,-75.6189638,museum
ottawa,Canadian War Museum,45.4170412,-75.7173308,museum
ottawa,Bytown Museum,45.4258377,-75.6976617,museum
ottawa,Byward Market Building,45.4276574,-75.6923883,attraction
ottawa,Gate Lodge,45.4445696,-75.6915946,attraction
ottawa,Rideau Hall Visitor Centre,45.4439075,-75.6912380,attraction
ottawa,Musée canadien de l'histoire,45.4298496,-75.7082219,museum
ottawa,Ornamental Gardens,45.3884678,-75.7078142,attraction
ottawa,Laurier House,45.4277435,-75.6779660,attraction
ottawa,Gatineau Park,45.5062521,-75.8120528,museum
ottawa,Rockcliffe Park Pavillion,45.4504500,-75.6885055,attraction
ottawa,Canadian Museum of Nature,45.4126149,-75.6889567,museum
ottawa,Valleyview Little Animal Farm,45.2651554,-75.8096458,attraction
ottawa,James Bartleman Archives and Library Materials Centre,45.3410895,-75.7578223,museum
ottawa,Rideau Canal,45.3772095,-75.7032052,attraction
ottawa,The Sugar Shack,45.4443556,-75.6624771,attraction
ottawa,Nepean Museum,45.3491676,-75.7414993,museum
ottawa,Papa,45.4326573,-75.7132715,artwork
ottawa,Musée de l'auberge Symmes,45.3945425,-75.8549185,museum
ottawa,Centre d'exposition L'Imagier,45.3953929,-75.8548789,gallery
ottawa,Watson's Mill,45.2269733,-75.6828232,museum
ottawa,Dickinson House Museum,45.2265425,-75.6834415,museum
ottawa,SPAO,45.3996685,-75.7081875,gallery
ottawa,South Azimuth Building,45.3931623,-75.7146772,attraction
ottawa,Photo Equatorial Building,45.3933650,-75.7139979,attraction
ottawa,Dominion Observatory,45.3936065,-75.7144025,attraction
ottawa,Uplift,45.3999074,-75.6808248,artwork
ottawa,Moving Surfaces,45.3985654,-75.6820197,artwork
ottawa,Tundra,45.3879037,-75.6981321,artwork
ottawa,National War Memorial,45.4240475,-75.6955211,attraction
ottawa,The Canadian Phalanx,45.4196082,-75.7057152,artwork
ottawa,Canada Agriculture and Food Museum,45.3880581,-75.7097713,zoo
ottawa,Vintage Wings of Canada / Ailes d'époque du Canada,45.5178278,-75.5634474,museum
ottawa,Rideau Canal,45.4257993,-75.6970152,attraction
quebec_city,Porte Saint-Jean,46.8127349,-71.2130814,attraction
quebec_city,Musée du Fort,46.8130715,-71.2051909,museum
quebec_city,Labyrinthe de cèdres,46.8393773,-71.2101649,attraction
quebec_city,Earl Grey Terrace,46.7959309,-71.2273890,viewpoint
quebec_city,Porte Kent,46.8118885,-71.2126012,attraction
quebec_city,Espace 400e Bell,46.8173213,-71.2054402,museum
quebec_city,Plessis,46.8090922,-71.2040241,viewpoint
quebec_city,Dufferin,46.8099828,-71.2040173,viewpoint
quebec_city,Victoria,46.8110221,-71.2041592,viewpoint
quebec_city,Lorne,46.8119233,-71.2042604,viewpoint
quebec_city,FERME ROUSSY,46.9133416,-71.1029778,attraction
quebec_city,Porte Saint-Louis,46.8094290,-71.2112993,attraction
quebec_city,Artiste Peintre Michel Nigen,46.8575472,-71.1956966,gallery
quebec_city,Belvèdère,46.8548053,-71.3555574,viewpoint
quebec_city,Mega Parc des Galeries de la Capitale,46.8294906,-71.2997408,theme_park
quebec_city,Vin Artisanal Le Ricaneux,46.8048143,-70.8969433,attraction
quebec_city,Cidrerie et Vergers Saint-Nicolas,46.6932577,-71.4548608,attraction
quebec_city,Ferme Gosselin Clément et Mireille,46.6852483,-71.3832868,attraction
quebec_city,Ferme Genest,46.6919639,-71.4560658,attraction
quebec_city,Le Sommet,47.0110875,-71.3416181,viewpoint
quebec_city,Samuel De Champlain,46.8126308,-71.2045736,artwork
quebec_city,Galerie Artfolio,46.8156871,-71.2026836,artwork
quebec_city,Fort de la Martinière,46.8245941,-71.1020597,attraction
quebec_city,Chute Montmorency,46.8907506,-71.1477383,attraction
quebec_city,Arboretum,46.8398202,-71.2105806,attraction
